Domain Name,Domain Type,Agency,City,State,Status,Last Payment Date,Expiration Date
MARYLANDSOS.GOV,State/Local Govt,Non-Federal Agency,ANNAPOLIS,MD,ACTIVE,15-Mar-10,25-Mar-11
MASENATE.GOV,State/Local Govt,Non-Federal Agency,Boston,MA,ACTIVE,4-Aug-14,12-Aug-15
MASS.GOV,State/Local Govt,Non-Federal Agency,Boston,MA,ACTIVE,15-Aug-14,21-Sep-15
MASSACHUSETTS.GOV,State/Local Govt,Non-Federal Agency,Boston,MA,ACTIVE,15-Aug-14,21-Sep-15
MASTICBEACHVILLAGENY.GOV,State/Local Govt,Non-Federal Agency,Mastic Beach,NY,ACTIVE,12-Jun-14,27-Jun-15
MATTHEWSNC.GOV,State/Local Govt,Non-Federal Agency,Matthews,NC,ACTIVE,27-Aug-14,15-Nov-15
MAURYCOUNTY-TN.GOV,State/Local Govt,Non-Federal Agency,Columbia,TN,ACTIVE,15-Jul-13,30-Sep-13
MCHENRY-IL.GOV,State/Local Govt,Non-Federal Agency,McHenry,IL,ACTIVE,3-Sep-13,30-Sep-14
MD.GOV,State/Local Govt,Non-Federal Agency,Annapolis,MD,ACTIVE,12-Aug-14,7-Sep-15
MDCAC.GOV,State/Local Govt,Non-Federal Agency,Woodlawn,MD,ACTIVE,11-Mar-15,15-Feb-16
MDCACDOM.GOV,State/Local Govt,Non-Federal Agency,Woodlawn,MD,ACTIVE,11-Mar-15,15-Feb-16
MDCOURTS.GOV,State/Local Govt,Non-Federal Agency,Annapolis,MD,ACTIVE,1-Apr-14,1-Apr-15
ME.GOV,State/Local Govt,Non-Federal Agency,Augusta,ME,ACTIVE,1-Oct-14,30-Sep-15
MEASURETN.GOV,State/Local Govt,Non-Federal Agency,Nashville,TN,ACTIVE,8-Nov-14,18-Jan-16
MEDCMI.GOV,State/Local Govt,Non-Federal Agency,Lansing,MI,ACTIVE,5-Mar-15,19-Mar-16
MENTORMICHIGAN.GOV,State/Local Govt,Non-Federal Agency,Lansing,MI,ACTIVE,9-Jan-15,9-Jan-16
MESQUITENV.GOV,State/Local Govt,Non-Federal Agency,Mesquite,NV,ACTIVE,7-Aug-14,24-Sep-15
MGCBMI.GOV,State/Local Govt,Non-Federal Agency,Lansing,MI,ACTIVE,27-Oct-14,25-Jan-16
MHB.GOV,State/Local Govt,Non-Federal Agency,Mobile,AL,ACTIVE,10-Sep-14,30-Sep-15
MI.GOV,State/Local Govt,Non-Federal Agency,Lansing,MI,ACTIVE,12-Sep-14,30-Sep-15
MI365.GOV,State/Local Govt,Non-Federal Agency,Lansing,MI,ACTIVE,29-Aug-14,29-Aug-15
MIAMI-FL.GOV,State/Local Govt,Non-Federal Agency,Miami,FL,ACTIVE,11-Jul-14,30-Aug-15
MIBUSINESS1STOP.GOV,State/Local Govt,Non-Federal Agency,Lansing,MI,ACTIVE,1-Aug-11,30-Oct-12
MIBUSINESSONESTOP.GOV,State/Local Govt,Non-Federal Agency,Lansing,MI,ACTIVE,1-Aug-11,30-Oct-12
MICH.GOV,State/Local Govt,Non-Federal Agency,Lansing,MI,ACTIVE,12-Sep-14,30-Sep-15
MICHIGAN.GOV,State/Local Govt,Non-Federal Agency,Lansing,MI,ACTIVE,17-Jul-12,30-Sep-13
MIDDLESEXBORO-NJ.GOV,State/Local Govt,Non-Federal Agency,Middlesex,NJ,ACTIVE,30-Sep-14,30-Sep-15
MILLENNIUMBULKEISWA.GOV,State/Local Govt,Non-Federal Agency,Lacey,WA,ACTIVE,20-Jun-14,26-Jun-15
MILLERSBURGKY.GOV,State/Local Govt,Non-Federal Agency,Millersburg,KY,ACTIVE,5-Mar-13,9-Mar-14
MILTON-FREEWATER-OR.GOV,State/Local Govt,Non-Federal Agency,Milton-Freewater,OR,ACTIVE,23-Jul-12,30-Sep-13
MILWAUKEE.GOV,State/Local Govt,Non-Federal Agency,Milwaukee,WI,ACTIVE,2-Jul-14,13-Sep-15
MINNESOTA.GOV,State/Local Govt,Non-Federal Agency,St. Paul,MN,ACTIVE,11-Aug-14,30-Sep-15
MIRAMAR-FL.GOV,State/Local Govt,Non-Federal Agency,Miramar,FL,ACTIVE,2-Jul-14,30-Sep-15
MISSISSIPPI.GOV,State/Local Govt,Non-Federal Agency,Jackson,MS,ACTIVE,4-Sep-14,30-Sep-15
MISSOURI.GOV,State/Local Govt,Non-Federal Agency,Jefferson City,MO,ACTIVE,10-Jul-14,14-Sep-15
MISSOURIINVESTORPROTECTION.GOV,State/Local Govt,Non-Federal Agency,Jefferson City,MO,ACTIVE,21-May-14,17-May-15
MN.GOV,State/Local Govt,Non-Federal Agency,St. Paul,MN,ACTIVE,11-Aug-14,8-Sep-15
MNCOURTS.GOV,State/Local Govt,Non-Federal Agency,St. Paul,MN,ACTIVE,7-Apr-14,12-May-15
MNDISABILITY.GOV,State/Local Govt,Non-Federal Agency,St. Paul,MN,ACTIVE,18-Apr-14,23-May-15
MNDNR.GOV,State/Local Govt,Non-Federal Agency,St. Paul,MN,ACTIVE,31-Mar-14,29-May-15
MNDOT.GOV,State/Local Govt,Non-Federal Agency,St. Paul,MN,ACTIVE,26-Aug-14,30-Sep-15
MNHOUSING.GOV,State/Local Govt,Non-Federal Agency,St. Paul,MN,ACTIVE,15-Aug-14,15-Aug-15
MO.GOV,State/Local Govt,Non-Federal Agency,Jefferson City,MO,ACTIVE,10-Jul-14,14-Sep-15
MOAPPED.GOV,State/Local Govt,Non-Federal Agency,St. Louis,MO,ACTIVE,3-Mar-15,4-May-16
MODOT.GOV,State/Local Govt,Non-Federal Agency,Jefferson City,MO,ACTIVE,26-Aug-14,30-Sep-15
MONROECOUNTYPA.GOV,State/Local Govt,Non-Federal Agency,Stroudsburg,PA,ACTIVE,1-Aug-14,27-Aug-15
MONSON-MA.GOV,State/Local Govt,Non-Federal Agency,Monson,MA,ACTIVE,7-Jul-14,30-Sep-15
MONTANA.GOV,State/Local Govt,Non-Federal Agency,Helena,MT,ACTIVE,2-Jul-14,30-Sep-15
MOORECOUNTYNC.GOV,State/Local Govt,Non-Federal Agency,Carthage,NC,ACTIVE,24-Sep-14,30-Sep-15
MOPROSECUTORS.GOV,State/Local Govt,Non-Federal Agency,Jefferson City,MO,ACTIVE,13-May-14,12-Jun-15
MORIARTYNM.GOV,State/Local Govt,Non-Federal Agency,Moriarty,NM,ACTIVE,26-Nov-14,26-Nov-15
MORTON-IL.GOV,State/Local Govt,Non-Federal Agency,Morton,IL,ACTIVE,23-Jul-14,30-Sep-15
MOUNTPROSPECT-IL.GOV,State/Local Govt,Non-Federal Agency,Mount Prospect,IL,ACTIVE,22-Jul-14,20-Sep-15
MOUNTPROSPECTIL.GOV,State/Local Govt,Non-Federal Agency,Mount Prospect,IL,ACTIVE,22-Jul-14,20-Sep-15
MRCOG-NM.GOV,State/Local Govt,Non-Federal Agency,Albuquerque,NM,ACTIVE,6-Aug-14,30-Sep-15
MS.GOV,State/Local Govt,Non-Federal Agency,Jackson,MS,ACTIVE,4-Sep-14,30-Sep-15
MSHOMEHELP.GOV,State/Local Govt,Non-Federal Agency,Jackson,MS,ACTIVE,6-Feb-12,6-Mar-13
MSLMI.GOV,State/Local Govt,Non-Federal Agency,Lansing,MI,ACTIVE,27-Oct-14,25-Jan-16
MSPADMI.GOV,State/Local Govt,Non-Federal Agency,Lansing,MI,ACTIVE,27-Oct-14,25-Jan-16
MT.GOV,State/Local Govt,Non-Federal Agency,Helena,MT,ACTIVE,2-Jul-14,30-Sep-15
MUNDELEIN-IL.GOV,State/Local Govt,Non-Federal Agency,Mundelein,IL,ACTIVE,15-Jul-14,30-Sep-15
MUNDYTWP-MI.GOV,State/Local Govt,Non-Federal Agency,Swartz Creek,MI,ACTIVE,24-Feb-15,30-Sep-15
MURRAYCOUNTYGA.GOV,State/Local Govt,Non-Federal Agency,Chatsworth,GA,ACTIVE,5-Aug-14,5-Aug-15
MVPD.GOV,State/Local Govt,Non-Federal Agency,Mountain View,CA,ACTIVE,9-Sep-14,30-Sep-15
MYALABAMA.GOV,State/Local Govt,Non-Federal Agency,Montgomery,AL,ACTIVE,18-Feb-15,29-Jan-16
MYALASKA.GOV,State/Local Govt,Non-Federal Agency,Juneau,AK,ACTIVE,15-Sep-14,15-Sep-15
MYFLORIDA.GOV,State/Local Govt,Non-Federal Agency,Tallahassee,FL,ACTIVE,8-Aug-14,30-Sep-15
MYFLORIDACENSUS.GOV,State/Local Govt,Non-Federal Agency,Tallahassee,FL,ACTIVE,16-Feb-15,3-Mar-16
MYFLORIDAHOUSE.GOV,State/Local Govt,Non-Federal Agency,Tallahassee,FL,ACTIVE,25-Sep-14,30-Sep-15
MYHAWAII.GOV,State/Local Govt,Non-Federal Agency,Honolulu,HI,ACTIVE,16-Jul-14,9-Aug-15
MYIN.GOV,State/Local Govt,Non-Federal Agency,Indianapolis,IN,ACTIVE,31-Aug-14,30-Sep-15
MYINDIANA.GOV,State/Local Govt,Non-Federal Agency,Indianapolis,IN,ACTIVE,31-Aug-14,30-Sep-15
MYNCRETIREMENT.GOV,State/Local Govt,Non-Federal Agency,Raleigh,NC,ACTIVE,9-Jul-14,30-Sep-15
MYNEVADA.GOV,State/Local Govt,Non-Federal Agency,Carson City,NV,ACTIVE,15-Sep-14,21-Sep-15
MYOHIO.GOV,State/Local Govt,Non-Federal Agency,Columbus,OH,ACTIVE,19-Aug-14,3-Sep-15
MYSC.GOV,State/Local Govt,Non-Federal Agency,Cloumbia,SC,ACTIVE,5-Aug-14,30-Sep-15
MYTENNESSEE.GOV,State/Local Govt,Non-Federal Agency,Smyrna,TN,ACTIVE,21-Aug-14,21-Aug-15
NAPA-CA.GOV,State/Local Govt,Non-Federal Agency,Napa,CA,ACTIVE,24-Sep-14,30-Sep-15
NASHCOUNTYNC.GOV,State/Local Govt,Non-Federal Agency,Nashville,NC,ACTIVE,22-Jul-14,30-Sep-15
NASSAUCOUNTYNY.GOV,State/Local Govt,Non-Federal Agency,Mineola,NY,ACTIVE,8-Aug-14,7-Sep-15
NATICKMA.GOV,State/Local Govt,Non-Federal Agency,Natick,MA,ACTIVE,23-Jul-14,4-Aug-15
NATRONACOUNTY-WY.GOV,State/Local Govt,Non-Federal Agency,Casper,WY,ACTIVE,2-Jun-14,30-Aug-15
NAVASOTATX.GOV,State/Local Govt,Non-Federal Agency,Navasota,TX,ACTIVE,8-Sep-14,30-Sep-15
NC.GOV,State/Local Govt,Non-Federal Agency,Raleigh,NC,ACTIVE,17-Sep-14,30-Sep-15
NCAGR.GOV,State/Local Govt,Non-Federal Agency,Raleigh,NC,ACTIVE,6-Mar-15,5-May-16
NCBAR.GOV,State/Local Govt,Non-Federal Agency,Raleigh,NC,ACTIVE,2-Dec-14,9-Nov-15
NCBROADBAND.GOV,State/Local Govt,Non-Federal Agency,Raleigh,NC,ACTIVE,4-Mar-15,7-Mar-16
NCCARELINK.GOV,State/Local Govt,Non-Federal Agency,Raleigh,NC,ACTIVE,14-Aug-13,22-Jun-13
NCCERTIFIEDPARALEGAL.GOV,State/Local Govt,Non-Federal Agency,Raleigh,NC,ACTIVE,2-Dec-14,9-Nov-15
NCCIVILWAR150.GOV,State/Local Govt,Non-Federal Agency,Raleigh,NC,ACTIVE,26-Sep-13,26-Oct-14
NCCOB.GOV,State/Local Govt,Non-Federal Agency,Raleigh,NC,ACTIVE,9-Jul-14,18-Sep-15
NCCPABOARD.GOV,State/Local Govt,Non-Federal Agency,Raleigh,NC,ACTIVE,21-Aug-14,1-Nov-15
NCCRIMELAB.GOV,State/Local Govt,Non-Federal Agency,Raleigh,NC,ACTIVE,31-Oct-14,31-Oct-15
NCDCI.GOV,State/Local Govt,Non-Federal Agency,Raleigh,NC,ACTIVE,30-Oct-14,30-Oct-15
NCDCR.GOV,State/Local Govt,Non-Federal Agency,Raleigh,NC,ACTIVE,15-Aug-14,19-Oct-15
NCDENR.GOV,State/Local Govt,Non-Federal Agency,RALEIGH,NC,ACTIVE,6-Aug-14,4-Nov-15
NCDHHS.GOV,State/Local Govt,Non-Federal Agency,Raleigh,NC,ACTIVE,11-Dec-14,23-Feb-16
NCDOI.GOV,State/Local Govt,Non-Federal Agency,Raleigh,NC,ACTIVE,15-Dec-14,13-Feb-16
NCDOJ.GOV,State/Local Govt,Non-Federal Agency,Raleigh,NC,ACTIVE,2-Feb-15,21-Jan-16
NCDOT.GOV,State/Local Govt,Non-Federal Agency,Raleigh,NC,ACTIVE,6-Nov-14,4-Jan-16
NCDPS.GOV,State/Local Govt,Non-Federal Agency,Raleigh,NC,ACTIVE,2-Sep-14,30-Nov-15
NCESC.GOV,State/Local Govt,Non-Federal Agency,Raleigh,NC,ACTIVE,23-Aug-12,30-Sep-13
NCFINDOFFENDER.GOV,State/Local Govt,Non-Federal Agency,Raleigh,NC,ACTIVE,9-Aug-12,26-Sep-13
NCFORECLOSUREPREVENTION.GOV,State/Local Govt,Non-Federal Agency,Raleigh,NC,ACTIVE,8-Jul-14,6-Oct-15
NCFORESTPRODUCTS.GOV,State/Local Govt,Non-Federal Agency,Raleigh,NC,ACTIVE,4-Aug-14,4-Aug-15
NCFORESTSERVICE.GOV,State/Local Govt,Non-Federal Agency,Raleigh,NC,ACTIVE,21-May-14,19-Jul-15
NCGRANTS.GOV,State/Local Govt,Non-Federal Agency,Raleigh,NC,ACTIVE,24-Aug-12,31-Aug-13
NCICAC.GOV,State/Local Govt,Non-Federal Agency,Raleigh,NC,ACTIVE,21-Aug-14,15-Sep-15
NCISAAC.GOV,State/Local Govt,Non-Federal Agency,Raleigh,NC,ACTIVE,29-Oct-14,19-Oct-15
NCLAMP.GOV,State/Local Govt,Non-Federal Agency,Raleigh,NC,ACTIVE,2-Dec-14,9-Nov-15
NCLAP.GOV,State/Local Govt,Non-Federal Agency,Raleigh,NC,ACTIVE,2-Dec-14,9-Nov-15
NCLAWSPECIALISTS.GOV,State/Local Govt,Non-Federal Agency,Raleigh,NC,ACTIVE,2-Dec-14,9-Nov-15
NCMORTGAGEHELP.GOV,State/Local Govt,Non-Federal Agency,27609,NC,ACTIVE,11-Feb-15,5-May-16
NCONEMAP.GOV,State/Local Govt,Non-Federal Agency,Raleigh,NC,ACTIVE,17-Sep-14,31-Aug-15
NCOPENBOOK.GOV,State/Local Govt,Non-Federal Agency,Raleigh,NC,ACTIVE,3-Feb-15,19-Feb-16
NCPARKS.GOV,State/Local Govt,Non-Federal Agency,Raleigh,NC,ACTIVE,9-Feb-15,5-Apr-16
NCPUBLICSCHOOLS.GOV,State/Local Govt,Non-Federal Agency,Raleigh,NC,ACTIVE,15-Apr-14,11-May-15
NCREC.GOV,State/Local Govt,Non-Federal Agency,Raleigh,NC,ACTIVE,12-Mar-15,31-Mar-16
NCRETIREMENT.GOV,State/Local Govt,Non-Federal Agency,Raleigh,NC,ACTIVE,9-Jul-14,30-Sep-15
NCSBE.GOV,State/Local Govt,Non-Federal Agency,Raleigh,NC,ACTIVE,7-Nov-14,5-Jan-16
NCSBI.GOV,State/Local Govt,Non-Federal Agency,Raleigh,NC,ACTIVE,29-Oct-14,19-Oct-15
NCSMARTGRID.GOV,State/Local Govt,Non-Federal Agency,Raleigh,NC,ACTIVE,28-May-14,21-May-15
NCSTA.GOV,State/Local Govt,Non-Federal Agency,Raleigh,NC,ACTIVE,17-Sep-14,30-Sep-15
NCSTATE.GOV,State/Local Govt,Non-Federal Agency,Raleigh,NC,ACTIVE,4-Feb-15,4-Feb-16
NCSTATEBAR.GOV,State/Local Govt,Non-Federal Agency,Raleigh,NC,ACTIVE,2-Dec-14,9-Nov-15
NCTREASURER.GOV,State/Local Govt,Non-Federal Agency,Raleigh,NC,ACTIVE,9-Jul-14,30-Sep-15
NCVISION25.GOV,State/Local Govt,Non-Federal Agency,Raleigh,NC,ACTIVE,6-Aug-14,6-Aug-15
NCWORKS.GOV,State/Local Govt,Non-Federal Agency,Raleigh,NC,ACTIVE,28-May-14,23-May-15
ND.GOV,State/Local Govt,Non-Federal Agency,Bismarck,ND,ACTIVE,7-Jul-14,30-Sep-15
NDCENSUS.GOV,State/Local Govt,Non-Federal Agency,Bismarck,ND,ACTIVE,22-Jan-15,22-Mar-16
NDCLOUD.GOV,State/Local Govt,Non-Federal Agency,Bismarck,North Dakota,ACTIVE,10-Apr-14,1-Jul-15
NDCOURTS.GOV,State/Local Govt,Non-Federal Agency,Bismarck,ND,ACTIVE,19-Sep-14,30-Sep-15
NDDATACENTER.GOV,State/Local Govt,Non-Federal Agency,Bismarck,ND,ACTIVE,22-Jan-15,22-Mar-16
NDDOHPRESSROOM.GOV,State/Local Govt,Non-Federal Agency,Bismarck,ND,ACTIVE,9-Jul-14,30-Sep-15
NDHAN.GOV,State/Local Govt,Non-Federal Agency,Bismarck,ND,ACTIVE,9-Jul-14,30-Sep-15
NDHEALTH.GOV,State/Local Govt,Non-Federal Agency,Bismarck,ND,ACTIVE,9-Jul-14,30-Sep-15
NDPANDEMICFLU.GOV,State/Local Govt,Non-Federal Agency,Bismarck,ND,ACTIVE,16-Jun-11,25-Aug-12
NDSTUDIES.GOV,State/Local Govt,Non-Federal Agency,Bismarck,ND,ACTIVE,27-Jan-15,25-Apr-16
NE.GOV,State/Local Govt,Non-Federal Agency,Lincoln,NE,ACTIVE,2-Jul-14,30-Sep-15
NEBRASKA.GOV,State/Local Govt,Non-Federal Agency,Lincoln,NE,ACTIVE,2-Jul-14,30-Sep-15
NEBRASKACORN.GOV,State/Local Govt,Non-Federal Agency,Lincoln,NE,ACTIVE,24-Sep-14,24-Sep-15
NEBRASKALEGISLATURE.GOV,State/Local Govt,Non-Federal Agency,Lincoln,NE,ACTIVE,29-Aug-14,17-Nov-15
NEBRASKAMAP.GOV,State/Local Govt,Non-Federal Agency,Lincoln,NE,ACTIVE,3-Mar-15,19-Feb-16
NEBRASKASPENDING.GOV,State/Local Govt,Non-Federal Agency,Lincoln,NE,ACTIVE,11-Aug-14,6-Oct-15
NEBRASKAUNICAMERAL.GOV,State/Local Govt,Non-Federal Agency,Lincoln,NE,ACTIVE,29-Aug-14,17-Nov-15
NEHEALTHINSURANCEINFO.GOV,State/Local Govt,Non-Federal Agency,Lincoln,NE,ACTIVE,2-Jul-14,30-Sep-15
NELSONCOUNTY-VA.GOV,State/Local Govt,Non-Federal Agency,Lovingston,VA,ACTIVE,14-Jan-14,15-Mar-15
NETWORKMARYLAND.GOV,State/Local Govt,Non-Federal Agency,Annapolis,MD,ACTIVE,3-Jul-13,1-Sep-14
NETWORKNEBRASKA.GOV,State/Local Govt,Non-Federal Agency,Lincoln,NE,ACTIVE,6-Aug-14,6-Aug-15
NEVADA.GOV,State/Local Govt,Non-Federal Agency,Carson City,NV,ACTIVE,22-Sep-14,30-Sep-15
NEVADAGUARD.GOV,State/Local Govt,Non-Federal Agency,Carson City,NV,ACTIVE,4-Nov-10,16-Oct-11
NEVADAHOMEAGAIN.GOV,State/Local Govt,Non-Federal Agency,Las Vegas,NV,ACTIVE,17-Oct-14,4-Jan-16
NEVADAREADY.GOV,State/Local Govt,Non-Federal Agency,Carson City,NV,ACTIVE,3-Feb-15,6-Feb-16
NEVADATREASURER.GOV,State/Local Govt,Non-Federal Agency,Carson City,NV,ACTIVE,30-Jun-14,26-Aug-15
NEWFIELDSNH.GOV,State/Local Govt,Non-Federal Agency,Newfields,NH,ACTIVE,12-Aug-14,30-Sep-15
NEWHAMPSHIRE.GOV,State/Local Govt,Non-Federal Agency,Concord,NH,ACTIVE,12-Mar-15,30-Sep-14
NEWJERSEY.GOV,State/Local Govt,Non-Federal Agency,Trenton,NJ,ACTIVE,16-Sep-14,30-Sep-15
NEWJERSEYBUSINESS.GOV,State/Local Govt,Non-Federal Agency,Trenton,NJ,ACTIVE,29-Mar-10,19-Apr-11
NEWJERSEYHOMEKEEPER.GOV,State/Local Govt,Non-Federal Agency,Trenton,NJ,ACTIVE,3-Jun-14,2-Jun-15
NEWMEXICO.GOV,State/Local Govt,Non-Federal Agency,Santa Fe,NM,ACTIVE,9-Sep-14,7-Oct-15
NEWTONMA.GOV,State/Local Govt,Non-Federal Agency,Newton,MA,ACTIVE,2-Sep-14,30-Sep-15
NEWWINDSOR-NY.GOV,State/Local Govt,Non-Federal Agency,New Windsor,NY,ACTIVE,18-Jun-14,6-Sep-15
NEWYORKHEALTH.GOV,State/Local Govt,Non-Federal Agency,Albany,NY,ACTIVE,10-Dec-14,20-Dec-15
NEXTCHAPTERTN.GOV,State/Local Govt,Non-Federal Agency,Smyrna,TN,ACTIVE,5-Nov-14,5-Nov-15
NH.GOV,State/Local Govt,Non-Federal Agency,Concord,NH,ACTIVE,25-Sep-12,30-Sep-13
NIAGARACOUNTY-NY.GOV,State/Local Govt,Non-Federal Agency,LOCKPORT,NY,ACTIVE,25-Feb-15,27-Mar-16
NICHOLSHILLS-OK.GOV,State/Local Govt,Non-Federal Agency,Nichols Hills,OK,ACTIVE,15-Sep-14,15-Sep-15
NJ.GOV,State/Local Govt,Non-Federal Agency,Trenton,NJ,ACTIVE,16-Sep-14,30-Sep-15
NJ2.GOV,State/Local Govt,Non-Federal Agency,Trenton,NJ,ACTIVE,9-Feb-15,3-Mar-16
NJALERT.GOV,State/Local Govt,Non-Federal Agency,Hamilton,NJ,ACTIVE,7-Oct-14,29-Oct-15
NJCANCER.GOV,State/Local Govt,Non-Federal Agency,Trenton,NJ,ACTIVE,11-Mar-14,17-Feb-15
NJCCC.GOV,State/Local Govt,Non-Federal Agency,Atlantic City,NJ,ACTIVE,11-Jul-14,7-Sep-15
NJCCR.GOV,State/Local Govt,Non-Federal Agency,Trenton,NJ,ACTIVE,11-Mar-14,6-Jan-15
NJCIVILRIGHTS.GOV,State/Local Govt,Non-Federal Agency,Trenton,NJ,ACTIVE,29-Dec-14,25-Mar-16
NJCONSUMERAFFAIRS.GOV,State/Local Govt,Non-Federal Agency,Trenton,NJ,ACTIVE,24-Nov-14,5-Nov-15
NJDOC.GOV,State/Local Govt,Non-Federal Agency,Trenton,NJ,ACTIVE,31-Jul-14,16-Sep-15
NJFLUPANDEMIC.GOV,State/Local Govt,Non-Federal Agency,Trenton,NJ,ACTIVE,25-Jul-13,25-Sep-14
NJHAS.GOV,State/Local Govt,Non-Federal Agency,Trenton,NJ,ACTIVE,13-Aug-14,9-Nov-15
NJHMFA.GOV,State/Local Govt,Non-Federal Agency,Trenton,NJ,ACTIVE,23-Feb-15,23-Feb-16
NJHOMEKEEPER.GOV,State/Local Govt,Non-Federal Agency,Trenton,NJ,ACTIVE,5-Feb-15,17-Mar-16
NJHOMELANDSECURITY.GOV,State/Local Govt,Non-Federal Agency,Hamilton,NJ,ACTIVE,7-Oct-14,30-Sep-15
NJHOUSING.GOV,State/Local Govt,Non-Federal Agency,Trenton,NJ,ACTIVE,5-Feb-15,18-Feb-16
NJHOUSINGRESOURCECENTER.GOV,State/Local Govt,Non-Federal Agency,Trenton,NJ,ACTIVE,5-Feb-15,8-Mar-16
NJHRC.GOV,State/Local Govt,Non-Federal Agency,Trenton,NJ,ACTIVE,5-Feb-15,8-Mar-16
NJHUMANTRAFFICKING.GOV,State/Local Govt,Non-Federal Agency,Trenton,NJ,ACTIVE,9-May-14,28-May-15
NJMEADOWLANDS.GOV,State/Local Govt,Non-Federal Agency,Lyndhurst,NJ,ACTIVE,2-Jun-14,26-Aug-15
NJMEDICALBOARD.GOV,State/Local Govt,Non-Federal Agency,Trenton,NJ,ACTIVE,24-Nov-14,22-Nov-15
NJMVC.GOV,State/Local Govt,Non-Federal Agency,Trenton,NJ,ACTIVE,2-Sep-14,30-Sep-15
NJMVCONLINE.GOV,State/Local Govt,Non-Federal Agency,Trenton,NJ,ACTIVE,16-Dec-14,12-Dec-15
NJOHSP.GOV,State/Local Govt,Non-Federal Agency,Hamilton,NJ,ACTIVE,3-Jul-14,13-Jul-15
NJPAAD.GOV,State/Local Govt,Non-Federal Agency,Mercerville,NJ,ACTIVE,3-Mar-15,11-Aug-15
NJSDA.GOV,State/Local Govt,Non-Federal Agency,Trenton,NJ,ACTIVE,30-May-14,5-Jul-15
NJSECURITIES.GOV,State/Local Govt,Non-Federal Agency,Trenton,NJ,ACTIVE,2-Sep-14,16-Sep-15
NJSENIORGOLD.GOV,State/Local Govt,Non-Federal Agency,Mercerville,NJ,ACTIVE,3-Mar-15,28-Sep-15
NJSHC.GOV,State/Local Govt,Non-Federal Agency,Trenton,NJ,ACTIVE,23-Feb-15,23-Feb-16
NJSNAP.GOV,State/Local Govt,Non-Federal Agency,Trenton,NJ,ACTIVE,27-Oct-14,27-Oct-15
NJSPEAKUP.GOV,State/Local Govt,Non-Federal Agency,Trenton,NJ,ACTIVE,25-Jul-13,30-Jun-14
NJSRGOLD.GOV,State/Local Govt,Non-Federal Agency,Mercerville,NJ,ACTIVE,3-Mar-15,11-Aug-15
NJSTART.GOV,State/Local Govt,Non-Federal Agency,Trenton,NJ,ACTIVE,11-Feb-15,22-Apr-16
NM.GOV,State/Local Govt,Non-Federal Agency,Santa Fe,NM,ACTIVE,9-Sep-14,7-Oct-15
NMAG.GOV,State/Local Govt,Non-Federal Agency,Santa Fe,NM,ACTIVE,28-Jul-14,3-Aug-15
NMCOURTS.GOV,State/Local Govt,Non-Federal Agency,Santa Fe,NM,ACTIVE,7-May-14,6-Jul-15
NMLEGIS.GOV,State/Local Govt,Non-Federal Agency,Santa Fe,NM,ACTIVE,6-Jan-15,4-Jan-16
NMSTO.GOV,State/Local Govt,Non-Federal Agency,Santa Fe,NM,ACTIVE,30-Oct-12,21-Jul-13
NORTH-DAKOTA.GOV,State/Local Govt,Non-Federal Agency,Bismarck,ND,ACTIVE,7-Jul-14,30-Sep-15
NORTHCAROLINA.GOV,State/Local Govt,Non-Federal Agency,Raleigh,NC,ACTIVE,17-Sep-14,30-Sep-15
NORTHDAKOTA.GOV,State/Local Govt,Non-Federal Agency,Bismarck,ND,ACTIVE,7-Jul-14,30-Sep-15
NORTHHAMPTON-NH.GOV,State/Local Govt,Non-Federal Agency,North Hampton,NH,ACTIVE,2-Sep-14,30-Sep-15
NORTHMIAMIFL.GOV,State/Local Govt,Non-Federal Agency,North Miami,FL,ACTIVE,26-Sep-14,30-Sep-15
NORTHUNIONTOWNSHIP-PA.GOV,State/Local Govt,Non-Federal Agency,Lemont Furnace,PA,ACTIVE,19-Sep-14,30-Sep-15
NOSCAMNC.GOV,State/Local Govt,Non-Federal Agency,Raleigh,NC,ACTIVE,9-Aug-12,23-Aug-13
NV.GOV,State/Local Govt,Non-Federal Agency,Carson City,NV,ACTIVE,22-Sep-14,30-Sep-15
NVCOURTS.GOV,State/Local Govt,Non-Federal Agency,Carson City,NV,ACTIVE,7-Jul-14,5-Aug-15
NVDPSPUB.GOV,State/Local Govt,Non-Federal Agency,Carson City,NV,ACTIVE,22-Sep-14,30-Sep-15
NVEASE.GOV,State/Local Govt,Non-Federal Agency,Carson City,NV,ACTIVE,13-Aug-14,13-Aug-15
NVGGMS.GOV,State/Local Govt,Non-Federal Agency,Carson City,NV,ACTIVE,30-Jun-14,9-Jul-15
NVPREPAID.GOV,State/Local Govt,Non-Federal Agency,Carson City,NV,ACTIVE,5-Aug-14,3-Oct-15
NVSEXOFFENDERS.GOV,State/Local Govt,Non-Federal Agency,Carson City,NV,ACTIVE,26-Sep-14,30-Sep-15
NVSILVERFLUME.GOV,State/Local Govt,Non-Federal Agency,Carson City,NV,ACTIVE,5-Aug-14,1-Aug-15
NVSOS.GOV,State/Local Govt,Non-Federal Agency,Carson City,NV,ACTIVE,5-Aug-14,9-Oct-15
NY.GOV,State/Local Govt,Non-Federal Agency,Albany,NY,ACTIVE,8-Jul-14,30-Sep-15
NYALERT.GOV,State/Local Govt,Non-Federal Agency,Albany,NY,ACTIVE,19-May-14,25-May-15
